9998	Ghostbusters: Sanctum of Slime Demo	http://www.metacritic.com/game/pc/ghostbusters-sanctum-of-slime
10130	TimeShift	http://www.metacritic.com/game/pc/timeshift
10180	Call of Duty: Modern Warfare 2	http://www.metacritic.com/game/pc/call-of-duty-modern-warfare-2
10190	Call of Duty: Modern Warfare 2 - Multiplayer	http://www.metacritic.com/game/pc/call-of-duty-modern-warfare-2
10430	Universe at War: Earth Assault	http://www.metacritic.com/game/pc/universe-at-war-earth-assault
10460	The Club	http://www.metacritic.com/game/pc/the-club
10500	Empire: Total War	http://www.metacritic.com/game/pc/empire-total-war
10530	Space Siege	http://www.metacritic.com/game/pc/space-siege
10620	Empire: Total War Demo	http://www.metacritic.com/game/pc/empire-total-war
10650	Stormrise	http://www.metacritic.com/game/pc/stormrise
10690	Virtua Tennis 2009	http://www.metacritic.com/game/pc/virtua-tennis-2009
11000	Loki Norse Demo	http://www.metacritic.com/game/pc/loki-heroes-of-mythology
11040	Sherlock Holmes: Nemesis	http://www.metacritic.com/game/pc/sherlock-holmes-nemesis
11050	Dracula: Origin	http://www.metacritic.com/game/pc/dracula-origin
11060	Pro Cycling Manager Season 2008	http://www.metacritic.com/game/pc/pro-cycling-manager-season-2008-le-tour-de-france
11080	Sherlock Holmes: Nemesis Demo	http://www.metacritic.com/game/pc/sherlock-holmes-nemesis
11090	Dracula: Origin Demo	http://www.metacritic.com/game/pc/dracula-origin
11120	Pro Cycling Manager Season 2009	http://www.metacritic.com/game/pc/pro-cycling-manager-season-2009-le-tour-de-france
11140	Sherlock Holmes: The Awakened - Remastered	http://www.metacritic.com/game/pc/sherlock-holmes-the-awakened
11150	Sherlock Holmes: The Secret of the Silver Earring	http://www.metacritic.com/game/pc/sherlock-holmes-the-silver-earring
11190	Sherlock Holmes versus Jack the Ripper	http://www.metacritic.com/game/pc/sherlock-holmes-vs-jack-the-ripper
11250	Pacific Storm	http://www.metacritic.com/game/pc/pacific-storm
11260	Pacific Storm: Allies	http://www.metacritic.com/game/pc/pacific-storm-allies
11340	Larva Mortus	http://www.metacritic.com/game/pc/larva-mortus
11350	Larva Mortus Demo	http://www.metacritic.com/game/pc/larva-mortus
11370	Nikopol: Secrets of the Immortals	http://www.metacritic.com/game/pc/nikopol-secrets-of-the-immortals
11420	Clive Barker's Jericho	http://www.metacritic.com/game/pc/clive-barkers-jericho
11450	Overlord	http://www.metacritic.com/game/pc/overlord
